Unnamed_0,Vendor,Vendor Site Id,Brand,Dcl,Department Id,Class Id,Class Name,Line Id,Line Name,Product ID,Pcode Description,Color,Size,Item,Description,Mfg Code,UPC,Status,Status 300,Site,Site Name,State,Square Footage,Region,Zone,MIL,FLM,DC FLM,Orgs,Cost,Retail,ATG Retail,GM Pct,Last Receipt,Last Sold Date,L30,D30,D60,LW,TTM,Qoh,Supply,Allocated,Intrans,Store Transfer,QTY Reserve,Store PO Qty,Dc Qoh,Dc Avail,DC Staged,DC RV,DC PO QTY,Buyer Name,Planner Code,Private Label,Season Code,Store Size,Rank,Supply In Stock,Avg. WOC,MIL_1,FLM_1,Days,Proj. Demand,Alloc. Rec.,New,Store Flag,SKU Flag,Flag,Final Alloc.,Left DC,Final Supply,Final Cost,% UA,Left DC %,Final In Stock,Demand Check,Helper,Unnamed_79,736,source_sheet,source_file,source_row_number,Store Name,is_allocate,is_review,is_no_alloc,is_eligible,is_site802,is_ak,is_review_pass1_candidate,has_target_final_alloc,row_category,model_segment,4364,4950,4188,3908,9518,3561,3143,1957,1648,target_units,target_positive,target_flms,target_rank_score,target_cut_rec,target_follow_rec,target_one_flm,target_zero_out,target_below_flm_remainder,target_review_pass1_positive,target_review_pass1_rank_score,model_path,pred_prob,rank_score,pred_flms_raw,review_pass1_prob,review_pass1_rank_score,review_pass1_units,Predicted Final Alloc,abs_error
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,212,Soldotna,AK,49870,Alaska,1,288,18,144,148,1.17,2,2,0.42,46163,46173,332,40,42,114,1668,189,333,144,0,0,0,0,5922,1314,4608,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,4.302921686746989,288,18,60,408,72,-,Large Display,-,Allocate,18,1296,351,21.06,0.028208867509740332,0.9863013698630136,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",1024,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,1.0,0.0,1.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.9999864101409912,2.81742787361145,2.1424806118011475,0.0,0.0,0,36,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,177,Wilmington,NC,30463,Mid-Atlantic,9,288,18,144,148,1.17,2,2,0.42,46158,46168,24,3,8,4,280,279,279,,0,0,0,0,7448,1634,5814,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,49.87125,288,18,60,29,18,-,-,-,Allocate,18,1562,297,21.06,0.032980722535419435,0.95593635250918,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",438,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.36458736658096313,2.4426095485687256,0.5935971736907959,0.0,0.0,0,0,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,264,Yuba City,CA,0,Northern California,3,288,18,144,148,1.17,2,2,0.42,46119,46164,4,6,8,2,72,279,279,,0,0,0,0,7646,6674,972,0,0,"Branham, Dave Michael",Camp1,,,20K-30K,D,0.9931972789115646,299.2275,288,18,60,11,18,-,-,-,Allocate,18,5360,297,21.06,0.11176213015283888,0.8031165717710519,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1162,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.40503403544425964,2.6128766536712646,0.9712382555007935,0.0,0.0,0,0,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,106,Loveland,CO,45250,Rocky Mountain,5,288,18,144,148,1.17,2,2,0.42,46156,46167,84,39,39,26,617,268,268,,0,0,0,0,7646,6674,972,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,C,0.9931972789115646,13.687142857142858,288,18,60,122,18,-,-,-,Allocate,18,5360,286,21.06,0.11176213015283888,0.8031165717710519,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1161,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.39098429679870605,2.9101269245147705,0.9019635915756226,0.0,0.0,0,0,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,260,Greenwood,IN,0,Midwest,8,288,18,144,148,1.17,2,2,0.42,46161,46169,22,1,4,6,186,278,278,,0,0,0,0,7448,1634,5814,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,E,0.9931972789115646,54.21000000000001,288,18,60,26,18,-,-,-,Allocate,18,1562,296,21.06,0.032980722535419435,0.95593635250918,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",439,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.1897502839565277,0.40155985951423645,0.781340479850769,0.0,0.0,0,0,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,802,Ecommerce,UT,,,,144,18,144,148,1.17,1.17,2,0,,46135,0,0,0,0,13,0,0,,,,,0,7448,1634,5814,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,,144,18,60,0,144,New,Disaster Prep,-,Allocate,,1562,0,0,0.032980722535419435,0.95593635250918,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",435,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,site802_allocate_nn,0.012326796539127827,2.365877389907837,0.8103057742118835,0.0,0.0,0,18,18.0
,PEARSON CANDY CO,ST PAUL MN,Pearson's,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p305029,Pearson's King Size Original Nut Roll - 3 Servings,,,1801071,PEARSON KING SZ NUT ROLL 2/$4,51400,077290514005,Active,Active,120,Ankeny,IA,48974,Midwest,8,288,18,144,148,1.17,2,2,0.42,46160,46166,53,6,32,13,442,271,271,,0,0,0,0,7646,6674,972,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,D,0.9931972789115646,21.93566037735849,288,18,60,67,18,-,-,-,Allocate,18,5360,289,21.06,0.11176213015283888,0.8031165717710519,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1172,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4624864161014557,3.153430223464966,0.9727460741996765,0.0,0.0,0,0,18.0
,DUDE PRODUCTS INC,CHICAGO,Dude Wipes,1.156.2,1,156,Porta Potty,2,Accessories,p310576,Dude Wipes Unscented Wipes - 48 Count,White,7in x 7in,1900075,DUDE WIPES 48CT UNSCENTED 1-PACK,DW-CE,860329000101,Active,Active,159,Wasilla,AK,52211,Alaska,1,6,8,8,147,3.34,5.99,5.99,0.44,46141,46175,59,59,104,18,382,29,69,,40,0,0,0,728,392,336,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A+,1,5.017118644067797,6,8,60,112,40,-,Large Display,-,Review,16,208,85,53.44,0.05293967930771189,0.5306122448979592,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",1740,,False,True,False,True,False,True,False,True,Review,review,,,,,,,,,,16.0,1.0,2.0,3.09861228866811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,review_pass2_main_nn,0.9209476113319397,2.2121710777282715,0.3895535171031952,1.0,61329.6328125,0,0,16.0
,LIGNETICS INC,TMR,Bear Mountain BBQ,1.132.13,1,132,Food Preperation Appliances,13,Wood Pellets,p304194,Bear Mountain BBQ Limited Edition Red White & BBQ Wood Pellets - Hickory Oak Blend,,,1871842,BBQ CRAFT BLEND PELLETS - RED WHITE & BBQ S24,FK51,604252000650,New,Direct,802,Ecommerce,UT,,,,12,4,72,147,5.63,5.63,14.99,0,,46168,29,0,0,26,38,13,13,,,,,0,2171,1743,428,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,1.9231034482758622,12,4,60,57,44,New,Disaster Prep,-,Allocate,,1727,13,0,0.33989372170832516,0.9908204245553643,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",389,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,0.0,0.0,0.0,1.9375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,site802_allocate_nn,0.36543145775794983,2.7003934383392334,4.118764400482178,0.0,0.0,0,16,16.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,123,Reno,NV,56755,Northern California,3,10,2,1560,141,5.93,10.99,10.99,0.46,46176,46172,37,42,76,13,350,52,60,8,0,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,50K-60K,B,1,6.956756756756757,10,2,60,81,22,-,-,-,Allocate,14,143,74,83.02,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",489,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,14.0,1.0,7.0,4.079441541679836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.7357856035232544,3.3881633281707764,0.16570614278316498,0.0,0.0,0,0,14.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,121,Anchorage,AK,57491,Alaska,1,10,2,1560,141,5.93,10.99,10.99,0.46,46147,46166,102,110,254,52,829,75,163,,88,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A+,1,6.8555882352941175,10,2,60,252,90,-,Large Display,-,Allocate,100,668,263,593,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1264,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,100.0,1.0,50.0,8.431825632724326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.8698599338531494,8.36451244354248,43.44211196899414,0.0,0.0,0,86,14.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,271,Lynchburg,VA,0,Midwest,8,48,12,12,147,1.54,2.79,2.79,0.45,46144,46165,8,0,0,2,19,41,41,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,21.986250000000002,48,12,60,7,12,-,-,-,Allocate,12,3011,53,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",90,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.48725447058677673,1.6018197536468506,0.0,0.0,0.0,0,0,12.0
,OLD TRAPPER SMOKED PRODT INC,FOREST GROVE,Old Trapper,1.150.2,1,150,Food & Beverage,2,Jerky,p37794,Old Trapper Beef Jerky,,,1285127,OT BEEF JRKY PEPPERED 10OZ,22212T,079694222128,Active,Active,104,Meridian,ID,45866,Rocky Mountain,5,8,12,12,147,11.65,19.99,19.99,0.42,46144,46168,6,21,33,1,133,17,17,,0,0,0,0,660,24,636,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,C,0.9931972789115646,12.155000000000001,8,12,60,24,12,-,-,-,Review,12,0,29,139.8,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",750,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,2.838980513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.1101173460483551,0.17214669287204742,0.9373726844787598,1.0,88390.359375,0,0,12.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.136.1,1,136,Accessories,1,Camp Accessories,p9309,Coghlan's Utility Strap,Black,,103305,6' UTILITY STRAP,7606,056389076068,Active,Active,610,Kalamazoo,MI,50302,Great Lakes,7,8,12,12,143,1.61,3.99,3.99,0.6,45887,46173,8,1,6,6,16,4,4,,0,0,0,0,108,12,96,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,C,1,2.145,8,12,60,16,12,-,-,-,Review,12,0,16,19.32,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",746,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,3.109813847226612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.41324830055236816,2.789426326751709,0.9187531471252441,0.9217875599861145,3.6544623374938965,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,105,ID Falls,ID,43651,Rocky Mountain,5,48,12,12,147,1.54,2.79,2.79,0.45,46142,46167,10,0,0,3,18,42,42,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9931972789115646,18.018,48,12,60,10,12,-,-,-,Allocate,12,3011,54,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",89,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.5689354538917542,2.312016725540161,0.4634471833705902,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268110,Giants KC Style BBQ Sunflower Seeds - 3 Servings,,,1764029,GIANTS BBQ SEEDS,33575,038093335754,Active,Active,263,Saratoga Springs,UT,31353,Rocky Mountain,5,48,12,12,147,1.54,2.79,2.79,0.45,46136,46168,6,0,0,3,15,41,41,,0,0,0,0,2640,2532,108,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,29.315,48,12,60,8,12,-,-,-,Allocate,12,2460,53,18.48,0.2674494455316373,0.9715639810426541,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",97,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4829087555408478,0.7881678938865662,0.4302498996257782,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,123,Reno,NV,56755,Northern California,3,48,12,12,147,1.54,2.79,2.79,0.45,46139,46166,12,0,0,4,18,42,42,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9931972789115646,15.015,48,12,60,12,12,-,-,-,Allocate,12,3011,54,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",88,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.539342999458313,1.3979954719543457,0.34032168984413147,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,239,Flagstaff,AZ,30525,Southwest,6,48,12,12,147,1.54,2.79,2.79,0.45,46144,46167,10,0,0,5,19,41,41,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,0.9931972789115646,17.589,48,12,60,13,12,-,Target Inv.,-,Allocate,12,3011,53,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",86,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.5261716246604919,1.9073938131332397,0.4449644684791565,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,222,Las Vegas,NV,55452,Southwest,6,48,12,12,147,1.54,2.79,2.79,0.45,46143,46163,7,0,0,1,18,42,42,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9931972789115646,25.74,48,12,60,5,12,-,Disaster Prep,-,Allocate,12,3011,54,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",85,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.2868410348892212,1.4182641506195068,0.35566434264183044,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,206,Bend,OR,48171,Pacific North West,2,48,12,12,147,1.54,2.79,2.79,0.45,46139,46166,13,0,0,6,19,41,41,,0,0,0,0,3503,3191,312,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,13.53,48,12,60,16,12,-,-,-,Allocate,12,3011,53,18.48,0.30834613415258577,0.94359135067377,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",82,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.5616214275360107,1.6395013332366943,0.42750653624534607,0.0,0.0,0,0,12.0
,OLD TRAPPER SMOKED PRODT INC,FOREST GROVE,Old Trapper,1.150.2,1,150,Food & Beverage,2,Jerky,p37794,Old Trapper Beef Jerky,,,1285127,OT BEEF JRKY PEPPERED 10OZ,22212T,079694222128,Active,Active,179,Moses Lake,WA,22652,Pacific North West,2,8,12,12,147,11.65,19.99,19.99,0.42,46086,46169,10,6,19,4,111,0,12,,12,0,0,0,660,24,636,0,0,"Branham, Dave Michael",Camp1,,,20K-30K,C,0.9931972789115646,5.148,8,12,60,21,12,-,-,-,Review,12,0,24,139.8,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",749,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,2.9431471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.09222105145454407,0.43547824025154114,0.9846819043159485,1.0,54610.7890625,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268110,Giants KC Style BBQ Sunflower Seeds - 3 Servings,,,1764029,GIANTS BBQ SEEDS,33575,038093335754,Active,Active,225,Farmington,NM,30130,Southwest,6,48,12,12,147,1.54,2.79,2.79,0.45,46149,46167,13,0,0,7,19,41,41,,0,0,0,0,2676,2604,72,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,0.9931972789115646,13.53,48,12,60,18,12,-,-,-,Allocate,,2592,41,0,0.2803677663601947,0.9953917050691244,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",300,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.661562442779541,2.389221668243408,0.6214967966079712,0.0,0.0,0,12,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328958,GIANTS BACON RANCH SEEDS 5Z,,,1988203,GIANTS BACON RANCH SEEDS 5Z,33685,038093336850,Active,Active,184,Eureka,CA,27996,Northern California,3,24,12,12,147,1.59,2.99,2.99,0.47,46120,46171,5,0,0,1,6,18,18,,0,0,0,0,4784,4556,228,0,0,"Branham, Dave Michael",Camp1,,,20K-30K,D,0.9931972789115646,15.443999999999999,24,12,60,4,12,-,-,-,Allocate,12,4532,30,19.080000000000002,0.515703231679563,0.9947322212467077,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",235,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.8181471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.6455137133598328,0.9887723922729492,0.43522223830223083,0.0,0.0,0,0,12.0
,MTN OPS LLC,NORTH SLC,MTN OPS,1.150.10,1,150,Food & Beverage,10,Performance Nutrition Supplements,p209125,MTN OPS Energy Shot,,,1505804,MTN OPS BLAZ SHOT PINEAPPLE,1103290501,840359403622,Active,Active,236,Pocatello,ID,32990,Rocky Mountain,5,6,12,72,148,1.5,2.99,2.99,0.5,46056,46170,8,2,7,7,33,9,9,,0,0,0,0,216,36,180,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,4.82625,6,12,60,19,12,-,-,-,Review,12,0,21,18,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",2737,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,3.0056471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.49139487743377686,2.9109418392181396,1.0237528085708618,0.8092230558395386,3.7502944469451904,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268110,Giants KC Style BBQ Sunflower Seeds - 3 Servings,,,1764029,GIANTS BBQ SEEDS,33575,038093335754,Active,Active,260,Greenwood,IN,0,Midwest,8,48,12,12,147,1.54,2.99,2.79,0.48,46148,46175,6,0,0,1,6,42,42,,0,0,0,0,2568,2460,108,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,E,0.9931972789115646,30.03,48,12,60,4,12,-,-,-,Allocate,12,2280,54,18.48,0.254606365159129,0.926829268292683,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",232,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.19984093308448792,1.4689126014709473,0.5946173667907715,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,126,Albuquerque,NM,48211,Southwest,6,48,12,12,147,1.54,2.79,2.79,0.45,46163,46166,20,0,0,6,44,40,40,,0,0,0,0,3539,3455,84,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,8.58,48,12,60,20,12,-,-,-,Allocate,,3455,40,0,0.3504412212191906,1,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",291,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.5762863755226135,2.028512716293335,0.6061099171638489,0.0,0.0,0,12,12.0
